itemid,locationid,transactiondate,transferquantity
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-27,-9
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-07-30,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-31,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-12,-15
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-08,-5
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-22,-6
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-06-27,-14
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-06-13,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-11,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-22,-1
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-05-06,-11
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-01,-2
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-12-23,-5
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-10-30,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-20,-10
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-04-29,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-11,-1
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-04-03,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-03,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-16,-13
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-26,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-01-28,-8
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-11-11,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-09,-20
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-13,-10
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2020-01-06,0
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2019-04-01,-26
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-04-30,0
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-02-06,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-09-01,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-05,-16
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-03,-11
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-12-25,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-23,-19
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-02-25,-1
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-10-18,-1
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2019-04-04,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-02-26,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-15,-6
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-09-30,-1
a0W5700000MYVQOEA5,a0XD000000A1ghxMAB,2019-04-03,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-27,-1
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2020-03-03,-3
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2019-03-08,-3
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-09-16,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-15,-6
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-08-14,-1
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-07-18,-6
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-08-23,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-09-27,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-02-03,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-04,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-05,-3
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-09-02,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-22,-8
a0W5700000MYVQOEA5,a0X57000011fDIhEAM,2018-11-29,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-20,-5
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-04-16,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-29,-5
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-05,-4
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-06-13,-2
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-07-31,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-22,-10
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-15,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-10,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-20,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-13,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-17,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-03-30,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-24,-17
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-11-19,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-17,-5
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2019-04-24,-2
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2020-03-12,-1
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-07-03,-1
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-07-18,-10
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-12-26,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-02,-1
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2019-04-08,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-19,16
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-10,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-10,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-14,-23
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-09-11,-3
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-05-03,-1
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-10-13,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-06,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-02-26,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-04-01,-12
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-16,-14
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-12,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-14,-2
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-07-15,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-28,-1
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2020-01-05,0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-26,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-18,-5
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-07-18,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-01,23
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-02-20,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-19,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-09,-11
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-21,-11
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-04-29,-6
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-07-11,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-10,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-09,-26
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-19,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-28,-6
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-10-17,7
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-20,-9
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-23,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-08,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-01-17,-2
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-03-13,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-05,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-18,-9
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-22,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-05-24,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-10,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-25,-7
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-24,-8
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-13,-6
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-09-30,0
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-08,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-06-02,-1
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-10-29,-1
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2020-01-23,0
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-03-05,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-16,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-16,-9
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-06-14,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-14,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-02-18,-1
a0W5700000MYVQOEA5,a0XD000000A1ghxMAB,2019-06-05,-5
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-07-04,-1
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-10-05,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-22,26
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-15,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-02-28,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-12,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-26,-1
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2020-02-04,-4
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-06-12,-2
a0W5700000OaJ2cEAF,a0X5700000xnRgkEAE,2019-09-09,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-16,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-15,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-14,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-24,-8
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-25,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-19,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-18,-21
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-11,-11
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-25,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-30,-18
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-15,-10
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-01,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-24,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-10,-2
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2019-12-18,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-13,-9
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-03,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-06,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-06,-5
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-07-01,-1
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2020-05-19,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-12-30,1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-30,-5
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2018-08-28,-1
a0W5700000MYVQOEA5,a0X57000011fDIhEAM,2019-04-01,-2
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-03-07,-17
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-08-23,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-07,-6
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-30,-7
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-06-22,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-15,-2
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-09-26,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-05-14,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-07,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-13,9
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-17,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-16,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-23,-14
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-31,-2
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2018-09-26,-3
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-11-20,-19
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-12-30,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-05,-6
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-26,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-07,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-08,-9
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-08-13,-2
a0W5700000MYVQOEA5,a0XD000000A1ghxMAB,2019-05-07,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-04,-43
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-13,-4
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-09-18,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-09-04,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-09,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-24,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-13,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-09,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-29,-12
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-09-12,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-18,-5
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-17,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-11,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-31,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-12,270
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-08-12,-11
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2019-07-11,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-17,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-20,-2
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-08-13,-5
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-02-15,-10
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-08-30,-2
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2020-01-26,-1
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-09-26,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-05-17,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-05-29,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-12,-4
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-02-13,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-03-09,-1
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2019-10-07,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-13,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-03-09,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-09,-8
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-21,1
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-10-08,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-29,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-07-30,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-07,-16
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-09-09,-26
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-09,-3
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-12-24,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-09,160
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-04,126
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-06-21,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-21,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-18,-5
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-19,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-18,-5
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-08-15,-40
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-25,-2
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2019-05-27,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-11,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-12-12,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-20,-26
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-03-03,-2
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-11-29,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-08-23,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-05-22,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-09-30,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-26,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-29,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-27,-8
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-30,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-06-06,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-20,13
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-06-01,-50
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-27,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-05,-2
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-08-07,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2019-04-16,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-03,-1
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2018-10-18,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-08,-10
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-10,50
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-19,96
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-21,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-04,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-04,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-04-10,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-06,7
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-03,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-12,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-13,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-22,-4
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-11-25,-1
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2019-12-04,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-17,-3
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-10-03,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-07,-41
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2019-08-09,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-17,-17
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-25,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-17,-3
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2019-02-05,-1
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-10-30,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-24,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-26,-3
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-04-04,-7
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-11,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-19,-3
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-06-12,-68
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-11-07,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-30,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-23,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-14,-5
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-04-05,-1
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-12-02,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-14,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-10-10,-1
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2020-05-03,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-09-16,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-06,-2
a0W5700000MYVQOEA5,a0XD000000A1ghxMAB,2020-01-08,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-11,-9
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-02-07,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-04,2
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-09-03,-2
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2019-09-12,-4
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-07-25,-10
a0W5700000MYVQOEA5,a0X57000011fDIhEAM,2018-11-25,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-25,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-20,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-09,-4
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-10-31,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-19,205
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-05-27,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-08-02,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2020-05-18,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-21,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-12,297
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-01,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-01-08,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-14,-2
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-02-03,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-03,-5
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-22,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-02-12,-2
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-10-01,-9
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-09-20,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-30,-4
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-10-10,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-09,-1
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-11-14,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-29,-2
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-12-15,-20
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-27,-4
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-11-01,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-25,-13
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-07,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-04,-5
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-05-16,-1
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-07-31,-4
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-07,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-28,-11
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-07,-11
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-05-30,-2
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2018-08-08,-3
