itemid,locationid,transactiondate,transferquantity
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-23,-10
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-30,-3
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-07-03,-2
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-07-20,1
a0W5700000MYVQOEA5,a0X57000011fDIhEAM,2018-10-18,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-06-14,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-10-14,-1
a0W5700000OaJ2cEAF,a0XD000000588bDMAQ,2019-10-04,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-08,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-03,-9
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-04,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-10,-3
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-07-25,4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-17,-6
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-12,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-08-20,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-29,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-11,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-28,-2
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-05-14,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-30,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-21,28
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-02-25,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-11,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-24,-2
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-04-03,-8
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-04-06,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-05,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-01-14,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-05,-49
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-27,-6
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-12-18,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-11-05,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-07-15,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-11,-4
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-02-10,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-21,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-05,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-23,-16
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-14,-11
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-06-18,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-10-10,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-25,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-03-27,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-13,-7
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-04-25,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-04,14
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-06-18,-5
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2020-03-30,-2
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2020-02-06,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-02,-10
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-12,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-14,0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-20,-1
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2019-06-26,0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-14,-1
a0W5700000MYVQOEA5,a0X5700000xnRgfEAE,2019-04-12,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-03-01,-10
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-05-13,-1
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-09-30,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2020-01-10,-3
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-06-14,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-04,-2
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2019-09-09,-15
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-01,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-26,-9
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-06,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-14,-8
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-12-20,-7
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2020-03-04,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-06,-12
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-08-08,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-04,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-05-03,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-07-02,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-08,-10
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-08-27,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-24,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-18,-26
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-16,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-24,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-13,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-12-28,-2
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-09-19,-2
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-09-25,-2
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2019-08-12,-21
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-15,-1
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-12-27,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-29,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-03-29,-3
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2018-09-05,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-24,-13
a0W5700000MYVQOEA5,a0X57000019oxgdEAA,2020-05-20,-2
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2018-08-07,0
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-10-24,-2
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-08-05,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-17,-5
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-24,-9
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-05-23,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-04-14,0
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-07-11,-2
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-04-01,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-08,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-05-09,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-01-07,-1
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2020-01-21,-41
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-29,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-22,-4
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-07-23,-6
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-29,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-31,-11
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-18,-17
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-08,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-06,-6
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2020-04-08,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-28,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-06,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-17,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-20,-2
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2018-11-16,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-21,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-16,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-12,1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-12-27,7
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-12,-58
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-03-10,-1
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2018-11-17,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-05,-6
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-05,-10
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-19,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-11-19,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-06-24,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-07-29,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-02,-1
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2019-10-03,-14
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-01-25,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-06,-65
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-07-16,-1
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2019-02-05,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-06-28,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-16,0
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-01-09,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-11,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-20,-1
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2020-04-18,1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-17,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-31,0
a0W5700000MYVQOEA5,a0X57000011fDIhEAM,2018-08-07,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-02-11,-1
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-06-27,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-29,-1
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2019-11-22,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-07,-10
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-09,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-08,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-12,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-27,-12
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-08-30,-6
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-09-24,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-20,-7
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-13,-3
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-10-21,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-16,-6
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-23,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-26,238
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-14,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-06,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-11-23,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-07,-12
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-13,-6
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-27,-19
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-05-29,-5
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-21,-5
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-10-07,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-30,-13
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-07-23,-4
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-10-10,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-23,-10
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-14,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-29,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-17,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-15,-1
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-06-26,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-04-13,-1
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2020-03-17,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-06-09,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-10,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-30,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-28,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-25,-4
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-07-24,9
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-10,-311
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-04,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-11,93
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-09-19,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-04,-41
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-12-19,0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-11-15,-15
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-05-12,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-18,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-14,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-07-08,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-08-07,-2
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2019-05-13,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-03,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-03-26,-1
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-07-21,-1
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-08-29,-3
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2020-01-07,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-11,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-15,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-10,-5
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2020-02-25,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-03-25,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-07-03,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-16,-6
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-10,-4
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-02-17,-14
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-12-05,-108
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-21,-1
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-09-23,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-08,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-18,-3
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-08-28,-10
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-30,1
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-08-22,-4
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-07-25,-2
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-07-10,-8
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-15,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-03-28,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-19,-17
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-10-30,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-28,-10
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-03,-10
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-25,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-09-05,0
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-03-11,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-05,-3
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-11-13,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-17,-16
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-11-04,-9
a0W5700000MYVQOEA5,a0X57000011fDIhEAM,2018-11-14,-2
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-10-03,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-13,-20
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-29,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-18,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-17,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-30,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-14,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-30,-13
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-07-17,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-01,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-02-09,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-05,-6
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-10-02,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-11,-3
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-07-23,-8
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-01,-6
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-05-05,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-06,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-16,-4
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2019-12-11,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-10,-6
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-09-02,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-14,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-07-31,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-03,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-05,-8
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-07-26,-2
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-08-25,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-31,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-23,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-09,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-02-21,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-22,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-02,-4
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-07-15,-3
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-03-22,-1
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-12-30,-1
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-09-20,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-02-26,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-06,-3
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-10-21,-7
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-04,-7
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-25,352
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-12-02,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-09-16,-1
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2020-05-04,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-15,-7
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-07-02,-1
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2019-10-08,-16
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-09-26,-40
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-14,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-25,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-23,-32
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-07-16,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-21,-4
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2019-10-21,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-12-10,-1
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-06-08,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-21,-9
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-14,-4
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2019-05-15,-2
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2019-08-27,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-15,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-26,-2
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-07-31,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-11-16,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-02-28,-7
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-14,4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-13,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-23,271
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-04-16,-4
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-06-26,0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-15,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-03,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-08,-46
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-04,-19
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-06-24,0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-31,-9
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-04-12,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-02-06,-3
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-09-30,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-02,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-27,-18
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-06,-5
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-02-19,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-06-07,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-17,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-03,-1
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-11-14,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-30,-1
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2018-07-05,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-09,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-29,-2
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-11-13,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-30,-23
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-08-17,11
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-12,-12
a0W5700000MYVQOEA5,a0XD000000A1ghxMAB,2019-08-12,-3
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-06-25,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-12-27,-3
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-07-27,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-19,-14
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-25,217
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-13,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-01,219
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-13,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-06-12,-2
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-09-03,1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-10,-1
